mmsi,msr,spc,sdr,port_dwell,port_interval,turn_nonport,san_port_dwell,san_of_port
636015767,0.311129,0.5193,0.096582,0.062088,0.2739,1.700761,0.000877,0.013876
314102000,0.312439,0.4337,0.386641,0.201812,0.0961,1.2165,0.002862,0.014005
613003807,0.313324,0.3723,0.50878,0.094351,0.1392,4.227198,2.8e-05,0.0
311027400,0.320586,0.5448,0.150529,0.082349,0.1197,3.01661,3.6e-05,0.0
525121061,0.321124,0.5831,0.149692,0.11109,0.2105,2.202246,0.002241,0.019967
655130000,0.328814,0.0,0.603272,0.328814,0.0,0.0,0.328814,0.0
352421000,0.328814,0.0,0.603272,0.328814,0.0,0.0,0.328814,0.0
352189000,0.328814,0.0,0.603272,0.328814,0.0,0.0,0.328814,0.0
403097001,0.329118,0.5491,0.140842,0.129463,0.5371,1.589928,0.000626,0.004661
636011265,0.3306,0.5411,0.14741,0.452096,0.8909,1.284017,1.9e-05,0.0
525119057,0.338254,0.535,0.389116,0.394891,0.3724,1.356786,0.000104,0.0
412493000,0.342688,0.4748,0.432524,0.989785,9.4164,0.092162,2.2e-05,0.0
463075101,0.345071,0.6194,0.113936,0.295005,0.0827,1.401503,0.001232,0.004115
565712000,0.347159,0.5473,0.126048,0.136702,0.7474,0.945424,2.2e-05,0.0
352001697,0.348987,0.395,0.013081,1e-05,0.0,1.472834,1e-05,0.0
636017739,0.360189,0.516,0.270517,0.242758,0.7156,1.878009,0.026148,0.107618
570389201,0.360632,0.6295,0.203797,0.13444,0.0353,1.409605,9.2e-05,0.0
667002360,0.362279,0.4485,0.288824,0.0558,0.0668,3.877922,0.000763,0.01301
215068000,0.377572,0.4658,0.142534,0.140211,0.4552,1.415684,3.2e-05,0.0
423530100,0.383825,0.3504,0.549494,0.067965,0.2668,2.255618,5e-05,0.0
667002293,0.39159,0.4035,0.318365,0.198366,0.1519,1.356786,3.3e-05,0.0
419472000,0.398149,0.4799,0.593109,0.221124,0.9343,1.527116,5.2e-05,0.0
677066300,0.39995,0.5166,0.4561,0.575494,0.9174,1.48187,5.3e-05,0.0
235076274,0.408441,0.6415,0.139203,0.009141,0.0,3.117889,1.5e-05,0.0
273615700,0.408718,0.3786,0.171652,0.199275,0.0,0.173428,0.199275,1.0
311015300,0.411897,0.6128,0.298667,0.129892,0.4334,2.450642,0.00423,0.032374
613277612,0.413753,0.4394,0.702355,0.000146,0.0,1.527116,0.000146,0.0
636019634,0.421053,0.4931,0.197539,0.199187,0.5672,1.717224,2.5e-05,0.0
323143000,0.434555,0.5864,0.605038,0.00449,0.0,1.222902,0.00449,0.0
632001101,0.458648,0.5106,0.578319,0.000171,0.0,0.0,0.000171,0.0
419473000,0.464498,0.4074,0.505623,0.287348,1.2154,1.0101,4.6e-05,0.0
370455000,0.47811,0.5653,0.253928,0.189124,0.2259,1.935617,2.5e-05,0.0
613447795,0.47913,0.5793,0.447992,0.000818,0.0,0.0,0.000818,0.0
352004150,0.498938,0.5837,0.333187,0.044077,0.2871,0.667471,0.002456,0.055334
668116325,0.5,0.0,0.75505,0.24495,0.0,0.0,0.24495,0.0
273398330,0.5,0.2638,0.86123,0.563125,1.7814,0.0,0.563125,1.0
215743000,0.522132,0.5843,0.104851,0.044544,0.2084,1.48187,1.6e-05,0.0
613411300,0.528233,0.4788,0.158582,0.125764,0.1595,2.016009,5.3e-05,0.0
249356000,0.53992,0.566,0.137047,0.027759,0.0609,1.944541,1.9e-05,0.0
629009826,0.543952,0.2638,0.446629,0.806121,6.2909,0.842372,7.6e-05,0.0
677100200,0.635127,0.3457,0.577869,0.51572,0.2644,1.122059,0.000147,0.0
273277360,0.667471,0.5996,0.627525,0.058487,0.0,0.0,0.058487,0.0
352001387,0.719247,0.0,0.5,0.280753,0.0,0.0,0.280753,0.0
352209000,0.810109,-0.0814,0.703219,0.02291,0.0,0.0,0.02291,0.0
629009400,0.84546,0.2266,0.330347,0.060324,0.0,0.0,0.060324,0.0
525008029,0.975001,0.0498,0.398391,0.00484,0.0,0.0,0.00484,0.0
